time,open,high,low,close,EQ,BUY Strong,BUY Medium,BUY Weak,EMA 200
1763334000,25144,25259.25,25021.5,25251.25,25269.75,0,0,0,25299.744919609868
1763348400,25251,25286.25,25228.25,25238.25,25269.75,0,0,0,25299.133029862507
1763362800,25237.75,25362,25169.75,25198.5,25269.75,0,0,0,25298.131706182285
1763377200,25199.25,25254.75,24955.25,25199.75,25269.75,0,0,0,25297.15278373271
1763391600,25199.75,25216,24886.75,24895.75,25269.75,0,0,0,25293.15872618313
1763406000,24895.5,24926,24732,24905.75,25269.75,0,0,0,25289.303912987278
1763420400,24904.75,24959.75,24830.25,24840,25269.75,0,0,0,25284.83322728591
1763434800,24840,24841.5,24607.5,24660,25269.75,0,0,0,25278.615981243267
1763449200,24660.25,24859.75,24603.75,24826,25269.75,0,0,0,25274.112339638858
1763463600,24825.5,24835.5,24522,24523.25,25269.75,0,0,0,25266.641072577775
1763478000,24522.5,24804.5,24380,24709.25,25269.75,0,0,0,25261.09489275113
1763492400,24710,24810.25,24524,24531.75,25269.75,0,0,0,25253.83772963918
1763506800,24547,24649,24497.75,24647.25,25269.75,0,0,0,25247.8020308368
1763521200,24646.75,24656.75,24446.5,24553.25,25269.75,0,0,0,25240.891065355838
1763535600,24553.25,24710,24532,24700.25,25269.75,0,0,0,25235.51155226772
1763550000,24700,24901.5,24572.75,24894.25,25269.75,0,0,0,25232.11591493172
1763564400,24894,24988,24508,24689.75,25269.75,0,0,0,25226.719239161255
1763578800,24688.25,24976.25,24570,24959.75,25269.75,0,0,0,25224.06282882134
1763593200,24968.75,25174.75,24950.5,25168.5,25269.75,0,0,0,25223.50996485297
1763607600,25167.75,25209,25132.5,25176,25269.75,0,0,0,25223.03722888428
1763622000,25176,25207,25022,25113,25269.75,0,0,0,25221.942331084436
1763636400,25113.5,25293.5,25047.5,25273.75,25269.75,0,0,0,25222.457830277624
1763650800,25275.25,25310,24236.25,24278.75,25269.75,0,0,0,25213.06770261317
1763665200,24278.75,24402,24069.75,24075.5,25269.75,0,0,0,25201.748620995128
1763679600,24096.75,24235,24018,24173,25269.75,0,0,0,25191.51231630861
1763694000,24172.75,24237.75,24097.5,24175.25,25269.75,0,0,0,25181.400253459768
1763708400,24174.75,24217.25,23904,24092.25,25269.75,0,0,0,25170.562937504943
1763722800,24092,24298.25,23952.5,24180.25,25269.75,0,0,0,25160.709077430267
1763737200,24175.5,24558,23927.25,24477.25,25269.75,0,0,0,25153.90848959514
1763751600,24477.5,24596.5,24285,24349.25,25269.75,0,0,0,25145.901937459865
1763938800,24449.75,24536.25,24404,24515.25,25269.75,0,0,0,25139.62679380355
1763953200,24515.5,24523,24431.5,24476.25,25269.75,0,0,0,25133.0260296861
1763967600,24475.75,24563.25,24361.25,24402,25269.75,0,0,0,25125.752138843454
1763982000,24401.5,24722.25,24378,24683.75,25269.75,0,0,0,25121.35410761118
1763996400,24683.25,24954.25,24664,24926,25269.75,0,0,0,25119.4102856449
1764010800,24926,24993.25,24893.25,24962.5,25269.75,0,0,0,25117.848989270322
1764025200,24973.25,24986.75,24918.75,24946.75,25269.75,0,0,0,25116.146511765146
1764039600,24947.25,24959,24894,24901.75,25269.75,0,0,0,25114.013213140617
1764054000,24902,24936,24821.75,24886.5,24867.25,0,0,0,25111.749400074543
1764068400,24887,24975.5,24602,24815.5,24867.25,0,0,0,25108.801644849922
1764082800,24817.5,25061.25,24654,25023.75,24867.25,0,0,0,25107.95535982654
1764097200,25024.25,25135.75,24938,25064.5,24867.25,0,0,0,25107.522968186477
1764111600,25070,25184,25061.75,25181.75,24867.25,0,0,0,25108.261545617457
1764126000,25181.75,25221.5,25160.5,25210.75,24867.25,0,0,0,25109.281331233204
1764140400,25211,25236,25137.5,25196.5,24867.25,0,0,0,25110.14917868362
1764154800,25196.75,25281.5,25118.75,25167.25,24867.25,0,0,0,25110.7173460599
