time,open,high,low,close,Swing High,Swing Low,EQ (0.5),Fib 0.79 ENTRY,BUY Strong,BUY Medium,BUY Weak,EMA 200
1767085200,255.25,255.87,255.25,255.7,256.29,249.85,253.07,251.2024,0,0,0,248.37310649148682
1767088800,256.58,256.58,256.55,256.55,256.29,249.85,253.07,251.2024,0,0,0,248.45446861594965
1767092400,255.7,256.1,255.7,256.1,256.29,249.85,253.07,251.2024,0,0,0,248.53054355509443
1767096000,255.69,255.69,255.66,255.66,256.29,249.85,253.07,251.2024,0,0,0,248.60148342021787
1767099600,255.64,255.65,255.64,255.65,256.29,249.85,253.07,251.2024,0,0,0,248.67161791354903
1767103200,255.44,258.19,254.75,257.99,256.29,249.85,253.07,251.2024,0,0,0,248.7643381333147
1767106800,257.86,259.28,257.63,259.11,256.29,249.85,253.07,251.2024,0,0,0,248.86728004243597
1767110400,259.14,260,258.2,258.49,256.29,249.85,253.07,251.2024,0,0,0,248.96302849972517
1767114000,258.59,258.98,258.19,258.44,256.29,249.85,253.07,251.2024,0,0,0,249.0573267236085
1767117600,258.29,258.59,257.94,258.34,256.29,249.85,253.07,251.2024,0,0,0,249.1496916318313
1767121200,258.34,258.51,257.33,258.51,256.29,249.85,253.07,251.2024,0,0,0,249.24282902852948
1767124800,258.41,258.66,257.85,257.94,256.29,249.85,253.07,251.2024,0,0,0,249.32936804317097
1767128400,258,258,258,258,260,254,257,255.26,0,0,0,249.41564298801504
1767132000,258,258,257.61,257.89,260,254,257,255.26,0,0,0,249.4999649483333
1767135600,257.89,258.15,257.89,258.15,260,254,257,255.26,0,0,0,249.58603494884738
1767171600,257.9,257.9,257.9,257.9,260,254,257,255.26,0,0,0,249.66876096925685
1767175200,257.91,257.91,257.91,257.91,260,254,257,255.26,0,0,0,249.7507633476722
1767178800,257.62,257.91,256.56,257.91,260,254,257,255.26,0,0,0,249.8319497820237
1767182400,258,258,256.01,256.01,260,254,257,255.26,0,0,0,249.893422918521
1767186000,257.16,257.16,257.16,257.16,260,254,257,255.26,0,0,0,249.96572716808797
1767189600,258.42,258.49,257.13,257.27,260,254,257,255.26,0,0,0,250.0384064997488
1767193200,257.24,257.24,256.24,256.24,260,254,257,255.26,0,0,0,250.10011389776125
1767196800,256.22,256.94,255.91,256.94,260,254,257,255.26,0,0,0,250.16817246594272
1767200400,256.81,256.9,256.48,256.65,260,254,257,255.26,0,0,0,250.2326682623015
1767204000,256.62,257.08,256.47,256.87,260,254,257,255.26,0,0,0,250.29871136416915
1767207600,256.91,257.09,256.7,256.94,260,254,257,255.26,0,0,0,250.3647938381575
1767211200,256.76,256.85,255.76,256.04,260,254,257,255.26,0,0,0,250.42126355121067
1767344400,258.99,258.99,256.94,257.06,260,254,257,255.26,0,0,0,250.48732063030312
1767348000,258.3,258.3,258.3,258.3,260,254,257,255.26,0,0,0,250.5650587334842
1767351600,257.31,257.31,257.08,257.09,260,254,257,255.26,0,0,0,250.62998352220575
1767355200,257.08,257.85,257.08,257.84,260,254,257,255.26,0,0,0,250.70172497969625
1767358800,257.78,257.84,257.59,257.59,260,254,257,255.26,0,0,0,250.77026502964952
1767362400,257.75,257.75,254.32,256.1,258.99,255.76,257.375,256.43829999999997,0,0,0,250.82329721840924
1767366000,256.07,256.62,252.77,253.05,258.99,255.76,257.375,256.43829999999997,0,0,0,250.84545346499223
1767369600,252.74,252.75,250.7,251.43,258.99,255.76,257.375,256.43829999999997,0,0,0,250.85126984842515
1767373200,251.29,253.11,251.11,252.1,258.99,255.76,257.375,256.43829999999997,0,0,0,250.8636950240627
1767376800,252.2,252.31,250.23,250.58,258.99,255.76,257.375,256.43829999999997,0,0,0,250.8608721880024
1767380400,250.61,251.55,250.31,250.62,258.99,255.76,257.375,256.43829999999997,0,0,0,250.8584754498133
1767384000,250.805,251.73,250.805,251.57,258.99,255.76,257.375,256.43829999999997,0,0,0,250.86555529608384
1767387600,251.66,252.1,251.32,251.32,258.99,255.76,257.375,256.43829999999997,0,0,0,250.87007713393376
1767391200,252.1,252.1,251.1,251.1,258.99,255.76,257.375,256.43829999999997,0,0,0,250.87236492364588
1767398400,251.6,252.1,251.6,252.1,258.99,255.76,257.375,256.43829999999997,0,0,0,250.88458019803747
1767603600,256.03,256.03,251.88,252,258.99,255.76,257.375,256.43829999999997,0,0,0,250.8956789025346
1767607200,252.49,252.49,252.17,252.28,258.99,255.76,257.375,256.43829999999997,0,0,0,250.90945324181286
1767610800,252.72,252.86,252.25,252.25,258.99,255.76,257.375,256.43829999999997,0,0,0,250.92279201552617
1767614400,252,252.1,251.98,251.98,258.99,255.76,257.375,256.43829999999997,0,0,0,250.93331149795875
1767618000,251.98,251.98,251.98,251.98,258.99,255.76,257.375,256.43829999999997,0,0,0,250.94372630892434
1767621600,252.69,255.8,251.34,255.7,256.03,250.23,253.13,251.44799999999998,0,0,0,250.99105241530322
1767625200,255.88,257.02,254.4,256.495,256.03,250.23,253.13,251.44799999999998,0,0,0,251.04581806291213
1767628800,256.59,257.57,256.37,257.53,256.03,250.23,253.13,251.44799999999998,0,0,0,251.11033728616673
1767632400,257.61,257.86,257.02,257.56,256.03,250.23,253.13,251.44799999999998,0,0,0,251.17451303456306
1767636000,257.53,258,257.33,257.53,256.03,250.23,253.13,251.44799999999998,0,0,0,251.23775171083608
1767639600,257.42,257.85,256.77,257.75,256.03,250.23,253.13,251.44799999999998,0,0,0,251.30255020127552
1767643200,257.87,258.55,257.14,257.25,256.03,250.23,253.13,251.44799999999998,0,0,0,251.36172880623795
1767646800,257.33,257.64,257.33,257.64,256.03,250.23,253.13,251.44799999999998,0,0,0,251.42419916637488
1767650400,257.01,257.21,257,257,256.03,250.23,253.13,251.44799999999998,0,0,0,251.47967977168457
1767654000,257,257,257,257,256.03,250.23,253.13,251.44799999999998,0,0,0,251.5346083311703
1767657600,257,257,256.64,256.64,256.03,250.23,253.13,251.44799999999998,0,0,0,251.58540824827307
1767690000,256.99,256.99,254.41,256.57,258.55,251.34,254.945,252.85410000000002,0,0,0,251.63500617615094
1767693600,256.57,256.99,256.16,256.16,258.55,251.34,254.945,252.85410000000002,0,0,0,251.68003099031858
1767697200,256.59,256.99,256.59,256.72,258.55,251.34,254.945,252.85410000000002,0,0,0,251.73017993568854
1767700800,256.74,257.28,256.74,257.28,258.55,251.34,254.945,252.85410000000002,0,0,0,251.7854020258807
1767704400,257.29,257.29,256.32,256.32,258.55,251.34,254.945,252.85410000000002,0,0,0,251.83052240373263
1767708000,257.25,257.89,254.79,254.79,258.55,251.34,254.945,252.85410000000002,0,0,0,251.85996994200394
1767711600,255.02,255.63,253.75,254.72,258.55,251.34,254.945,252.85410000000002,0,0,0,251.88842795253126
1767715200,254.97,255.52,254.22,254.93,258.55,251.34,254.945,252.85410000000002,0,0,0,251.91869235101353
1767718800,254.98,255.35,254.51,255.21,258.55,251.34,254.945,252.85410000000002,0,0,0,251.9514416808542
1767722400,255.19,255.24,254.01,254.36,258.55,251.34,254.945,252.85410000000002,0,0,0,251.97540743527355
1767726000,254.42,255.17,254.32,255.1,257.89,254.41,256.15,255.14079999999998,0,0,0,252.00649790855442
1767729600,255.105,255.49,254.35,254.43,257.89,254.41,256.15,255.14079999999998,0,0,0,252.03061235722552
1767733200,254.4,254.75,254.35,254.75,257.89,254.41,256.15,255.14079999999998,0,0,0,252.0576709407357
1767736800,254.75,254.75,254.75,254.75,257.89,254.41,256.15,255.14079999999998,0,0,0,252.08446028460898
1767740400,254.16,254.16,254.01,254.01,257.89,254.41,256.15,255.14079999999998,0,0,0,252.1036198837671
1767744000,254.75,254.75,254.75,254.75,257.89,254.41,256.15,255.14079999999998,0,0,0,252.12995202422712
1767776400,254.35,254.35,254,254,257.89,254.41,256.15,255.14079999999998,0,0,0,252.14855946677213
1767783600,254.31,254.33,254.01,254.31,257.89,254.41,256.15,255.14079999999998,0,0,0,252.17006633774952
1767787200,254.31,254.99,254,254,257.89,254.41,256.15,255.14079999999998,0,0,0,252.18827463289628
1767790800,254,254.38,254,254.33,257.89,254.41,256.15,255.14079999999998,0,0,0,252.20958533306646
1767794400,254.33,255.41,252.96,253.58,257.89,254.41,256.15,255.14079999999998,0,0,0,252.2232212999016
1767798000,253.58,254.76,251.27,254.76,257.89,254.41,256.15,255.14079999999998,0,0,0,252.24846287900706
1767801600,254.88,256.54,254.74,256.07,257.89,254.41,256.15,255.14079999999998,0,0,0,252.28648812399206
1767805200,256.27,257.11,256.15,256.96,257.89,254.41,256.15,255.14079999999998,0,0,0,252.3329907297235
1767808800,256.95,257.17,256.37,257.14,257.89,254.41,256.15,255.14079999999998,0,0,0,252.3808216677362
1767812400,257.14,257.15,256.25,256.29,257.89,254.41,256.15,255.14079999999998,0,0,0,252.41971896457466
1767816000,256.37,256.96,255.17,256.7,257.89,254.41,256.15,255.14079999999998,0,0,0,252.46230882562367
1767819600,256.36,256.36,256,256.01,257.89,254.41,256.15,255.14079999999998,0,0,0,252.49760923531895
1767823200,256.15,256.64,256.15,256.64,257.89,254.41,256.15,255.14079999999998,0,0,0,252.53882705387298
1767826800,256.58,256.59,255.7,255.7,257.17,251.27,254.22000000000003,252.50900000000001,0,0,0,252.57028151104836
1767830400,255.9,256.5,255.9,256.5,257.17,251.27,254.22000000000003,252.50900000000001,0,0,0,252.60938318755535
1767862800,256.64,256.64,256.64,256.64,257.17,251.27,254.22000000000003,252.50900000000001,0,0,0,252.64948882748018
1767870000,255.58,255.6,255.58,255.58,257.17,251.27,254.22000000000003,252.50900000000001,0,0,0,252.67864814262964
1767873600,255.58,256.66,255.58,256.66,257.17,251.27,254.22000000000003,252.50900000000001,0,0,0,252.7182635839965
1767877200,255.99,255.99,254.51,254.93,257.17,251.27,254.22000000000003,252.50900000000001,0,0,0,252.74027091151893
1767880800,255.9,257,253.5,256.82,257.17,251.27,254.22000000000003,252.50900000000001,0,0,0,252.7808652308073
1767884400,256.71,257.91,255.74,255.93,257.17,251.27,254.22000000000003,252.50900000000001,0,0,0,252.81219990512764
1767888000,255.81,256.3,254.51,254.79,257.17,251.27,254.22000000000003,252.50900000000001,0,0,0,252.8318795080617
1767891600,254.8,254.82,252.365,253.21,257.17,251.27,254.22000000000003,252.50900000000001,0,0,0,252.8356419010163
1767895200,253.17,253.52,252.25,253.04,257.17,251.27,254.22000000000003,252.50900000000001,0,0,0,252.83767531493652
1767898800,253,253.18,250.68,250.88,257.17,251.27,254.22000000000003,252.50900000000001,0,0,0,252.818195958569
1767902400,250.97,252.77,250.59,252.4,257.91,251.27,254.59000000000003,252.6644,0,0,0,252.8140348047524
1767906000,252.38,252.38,252.38,252.38,257.91,251.27,254.59000000000003,252.6644,0,0,0,252.80971605047625
1767909600,252.25,252.38,252.25,252.38,257.91,251.27,254.59000000000003,252.6644,0,0,0,252.80544026887947
1767913200,252.39,252.39,252.25,252.25,257.91,251.27,254.59000000000003,252.6644,0,0,0,252.7999135000349
1767916800,252.25,252.25,252.25,252.25,257.91,251.27,254.59000000000003,252.6644,0,0,0,252.79444172391516
1767949200,251.94,252.65,251.94,252.6,257.91,251.27,254.59000000000003,252.6644,0,0,0,252.79250698039363
1767952800,252.6,252.6,252.2,252.22,257.91,251.27,254.59000000000003,252.6644,0,0,0,252.78681039352404
1767956400,251.93,252.98,251.9,251.9,257.91,251.27,254.59000000000003,252.6644,0,0,0,252.77798640950888
1767960000,251.48,252.11,251.3,252.11,257.91,251.27,254.59000000000003,252.6644,0,0,0,252.7713397785685
1767963600,251.94,252.98,251.94,252.98,257.91,251.27,254.59000000000003,252.6644,0,0,0,252.77341599967727
1767967200,252,253.69,251.22,253.34,257.91,251.27,254.59000000000003,252.6644,0,0,0,252.77905365142178
1767970800,253.44,254.62,252.25,253.01,257.91,251.27,254.59000000000003,252.6644,0,0,0,252.78135162503946
1767974400,253.28,253.32,252,252.64,257.91,251.27,254.59000000000003,252.6644,0,0,0,252.77994514120823
1767978000,252.645,252.74,250.04,250.37,257.91,251.27,254.59000000000003,252.6644,0,0,0,252.75596558756436
1767981600,250.21,250.66,249.43,250.53,257.91,251.27,254.59000000000003,252.6644,0,0,0,252.7338166762453
1767985200,250.59,250.69,249.58,249.94,257.91,251.27,254.59000000000003,252.6644,0,0,0,252.7060175053374
1767988800,249.77,250.935,249.48,250.7,254.62,250.59,252.60500000000002,251.43630000000002,0,0,0,252.68605713214995
1767992400,251.1,251.1,251.1,251.1,254.62,250.59,252.60500000000002,251.43630000000002,0,0,0,252.6702754691435
1768003200,250.21,250.68,250.21,250.68,254.62,250.59,252.60500000000002,251.43630000000002,0,0,0,252.65047173313212
1768208400,250.08,250.08,249.76,249.95,254.62,250.59,252.60500000000002,251.43630000000002,0,0,0,252.6236013676283
1768212000,249.75,249.75,249.73,249.73,254.62,250.59,252.60500000000002,251.43630000000002,0,0,0,252.59480931421908
1768215600,249.69,249.94,249.45,249.45,254.62,250.59,252.60500000000002,251.43630000000002,0,0,0,252.56351767925173
1768219200,249.67,249.67,249.24,249.67,254.62,250.59,252.60500000000002,251.43630000000002,0,0,0,252.53472645856266
1768222800,249.55,249.55,249.01,249.39,254.62,250.59,252.60500000000002,251.43630000000002,0,0,0,252.5034356480297
1768226400,249.53,251.15,247.99,250.61,254.62,250.59,252.60500000000002,251.43630000000002,0,0,0,252.4845954923279
1768230000,250.58,250.58,246.06,247.43,254.62,250.59,252.60500000000002,251.43630000000002,0,0,0,252.43430100981718
1768233600,247.37,248.13,245.8,247.3,254.62,250.59,252.60500000000002,251.43630000000002,0,0,0,252.3832134375802
1768237200,247.34,248.09,246.35,247.475,254.62,250.59,252.60500000000002,251.43630000000002,0,0,0,252.33437549292765
1768240800,247.35,249,247.23,248.76,254.62,250.59,252.60500000000002,251.43630000000002,0,0,0,252.2988095676249
